Brand Name,Gross Sales,Net Sales,Total Sales,Total Ad Spend,Order Count,Country_India,Country_Japan,Country_Kuwait,Country_Singapore,Country_South Africa,Country_Turkey,Country_UAE,Country_USA,Return Amount
1,-0.4974221812154068,-0.4577466153047957,-0.39849492854681084,-1.0155517974859491,-0.8821951329421345,True,False,False,False,False,False,False,False,1333
1,0.38604593093446565,0.1448044098658367,0.17368617738576234,-0.612776874427195,-0.14512681648599426,True,False,False,False,False,False,False,False,16370
1,-0.3938575855104144,-0.8359896664723709,-0.24955922617669204,0.45228502125420317,-1.1278845717608479,False,False,False,False,False,False,False,True,2913
4,-0.35795904192974515,-0.5038704793785319,-0.40905554143645434,-0.2620646610709997,-1.1278845717608479,False,False,False,False,False,False,False,True,2960
1,-0.5175305454606215,-0.4418018578991789,-0.4265049574820522,0.1288266656587149,-0.8821951329421345,True,False,False,False,False,False,False,False,6508
0,0.1491472979735977,-0.16042864724597702,-0.26670912904159627,-0.47099547191369684,-0.3908162553047077,True,False,False,False,False,False,False,False,19245
4,-0.38800211416099534,-0.27316672527863334,-0.24696344527734693,-0.8847656874122731,-0.3908162553047077,True,False,False,False,False,False,False,False,3925
1,-0.22306024256095563,-0.4018544557261555,-0.3514602660971383,0.031026432904505945,-0.6365056941234211,True,False,False,False,False,False,False,False,8839
4,-0.5403569744641491,-0.33807599342595107,-0.5886747052065247,-0.3825354507373158,0.8376309387888593,False,False,False,False,False,False,False,True,9380
3,-0.39185321262542094,-0.5414640150656521,-0.44393218736611717,0.04481169399599292,1.0833203776075728,False,False,False,False,False,False,True,False,5748
4,-0.1560353645493938,-0.009867769500002435,-0.029539062255275677,-0.9663623313077966,-0.14512681648599426,True,False,False,False,False,False,False,False,12043
4,-0.6012538764981075,-0.14727241118927104,-0.4282021988393163,-1.9386384262871472,-0.8821951329421345,False,False,False,False,True,False,False,False,8231
3,-0.6049248066133202,-0.5732328990937018,-0.2701479840791902,-0.37705805900347816,-1.1278845717608479,False,False,False,False,False,False,False,True,17201
1,-0.03081836184643219,-0.38469990968080076,-0.6813019296062335,-0.0678249382329581,0.5919414999701459,False,False,False,False,False,False,False,True,10273
3,-0.3410232171037331,-0.6089884754632862,-0.5234695764614361,1.1322650687063878,-1.1278845717608479,False,False,False,False,False,False,False,True,6614
0,-0.048407296938341005,0.07350658274045534,-0.49331858293827335,0.475952937995543,0.34625206115143253,False,False,False,False,False,False,False,True,17564
0,-0.7886514807231692,-0.13919519455217205,-0.6212661764983024,-0.3517717798898973,0.34625206115143253,False,False,False,False,False,False,False,True,7323
1,-0.6565829009100778,-0.46372065606092694,-0.5072071200578465,-0.9773576237476189,-0.8821951329421345,True,False,False,False,False,False,False,False,13456
1,-0.12756876537375647,-0.23478824658869463,-0.41888401099551326,0.7051125959150758,-0.6365056941234211,False,False,False,False,False,False,False,True,19637
1,-0.7688811573431652,-0.6583454530970463,-0.6281217004119575,0.14937050153311973,-1.1278845717608479,True,False,False,False,False,False,False,False,7022
3,-0.38079538019247955,-0.227062825631733,-0.18439846975466928,-0.2655571131696484,-1.1278845717608479,True,False,False,False,False,False,False,False,13834
4,-0.25143450545762136,-0.13851038800362084,-0.48659617599381544,-0.5286252717884181,-1.1278845717608479,False,False,False,False,False,False,False,True,14191
1,-0.5695217259929864,-0.5009347854654895,-0.23944233651770588,0.4825473935713066,-1.1278845717608479,False,False,False,False,False,False,False,True,2397
0,-0.8048891531959813,-0.10978666254152712,-0.5473197001092653,5.185161314348265,1.0833203776075728,False,False,False,False,False,False,False,True,12676
0,-0.28638716520492286,-0.2758649075799802,-0.05594059447938433,0.1740975542862152,0.5919414999701459,False,True,False,False,False,False,False,False,13996
0,-0.1346854151676658,-0.3027250825958857,-0.205386578564759,0.4708346004298257,0.5919414999701459,False,False,False,False,False,False,False,True,7022
4,0.11820338399628308,-0.6739792844418476,-0.7672733055460831,-1.794038756711442,-0.3908162553047077,False,False,False,False,False,False,True,False,17950
4,-0.2475158438622409,0.0464337025084021,-0.37038506188467163,-0.2656612790980256,0.8376309387888593,False,False,False,False,False,False,False,True,4796
1,-0.84916552501505,-0.4439043157960364,-0.7383869232302936,-0.35796965262834446,-1.1278845717608479,False,False,False,False,False,False,False,True,15578
4,0.4349168208688998,0.5869328967533167,0.5526258163670865,0.18987947367983352,0.34625206115143253,True,False,False,False,False,False,False,False,3635
2,-0.3412484275402492,-0.570321323557363,-0.09729559957664359,0.5832289398158729,-0.8821951329421345,False,False,False,False,False,False,False,True,5087
1,-0.6686818811910331,0.011240679890901958,-0.6013651896033231,-0.20511457281391995,-0.3908162553047077,False,False,False,False,False,False,False,True,19327
1,-0.42912553986883845,0.04803486806069089,-0.68793559190456,1.5082282894354164,1.0833203776075728,False,False,False,False,False,False,False,True,6454
2,-0.6370848569478218,-0.4283023371282861,-0.24942610920749486,1.024757468411801,0.10056262233271913,False,False,False,False,False,False,False,True,5554
2,0.6913670978759145,0.786353717812805,0.9830373501046561,-0.19784925972442685,1.3290098164262862,True,False,False,False,False,False,False,False,1934
4,-0.3125115758407926,-0.6993906567757416,-0.715912341597502,-1.9276084118711991,-0.8821951329421345,False,False,False,False,False,False,False,True,6082
2,-0.4781088098110941,-0.2273622916721015,-0.06938540836830016,1.3527079507335789,0.10056262233271913,False,False,False,False,False,False,True,False,15728
0,-0.44549833860356025,-0.28934901747461883,-0.2722778555863452,1.2682217295173799,-0.14512681648599426,False,False,False,False,False,False,False,True,3328
3,-0.17923203951055394,-0.26201108017405134,-0.2062518388645407,0.5255895364212547,-1.1278845717608479,False,False,False,False,False,False,False,True,3938
2,-0.13022624852464668,-0.2495517599861497,-0.34334013097610994,1.3183851905283304,-0.3908162553047077,False,False,False,False,False,False,False,True,6915
0,-0.18191204370509576,-0.6661335999389939,-0.063683564854354,-1.9547812516876126,0.34625206115143253,False,False,False,True,False,False,False,False,5012
4,0.8542586536619114,1.0852407944303053,0.9657321441090219,0.13432431187862606,0.10056262233271913,True,False,False,False,False,False,False,False,16659
2,0.07390449113356268,-0.3487396131084557,-0.386203795057604,0.7539912451410908,0.34625206115143253,False,False,False,False,False,False,False,True,6931
0,-0.46218643194940456,-0.0832249621020947,-0.2058303017954163,0.5113933986122797,-0.3908162553047077,False,False,False,False,False,False,False,True,2743
1,-0.32258411261397596,-0.5559244230103664,-0.41735316584974563,-0.42990780016488717,-0.6365056941234211,True,False,False,False,False,False,False,False,8564
2,2.327022303259065,1.8464916064302181,1.8225617025082452,0.45810673925128825,1.3290098164262862,True,False,False,False,False,False,False,False,774
0,-0.3713590629024542,-0.27813875219079665,-0.4078353025521468,-0.4091687978496754,0.8376309387888593,False,False,False,False,False,False,False,True,8710
4,-0.02730507903678075,-0.3854117833411257,-0.41588887918857653,0.058997878171811825,0.8376309387888593,False,False,False,False,False,False,False,True,8929
3,-0.39205590201828544,-0.24133757049644355,-0.19549155052110148,-0.547962518992453,-1.1278845717608479,True,False,False,False,False,False,False,False,2186
4,-0.8210367414941869,-0.3309552520271005,-0.49464975263024524,-0.2785836412128275,0.5919414999701459,False,False,False,False,False,False,False,True,19420
0,0.1151855641469671,-0.6794818254632645,-0.6375951913864907,1.3862222675946998,-0.8821951329421345,False,False,False,False,False,False,False,True,16015
1,0.1367057726187012,0.2353552160138092,0.20984962068433133,-0.7178108522076029,-0.6365056941234211,True,False,False,False,False,False,False,False,706
3,-0.3357532928892559,-0.19970589538529318,-0.14002614668894045,-0.19119421430032388,-1.1278845717608479,True,False,False,False,False,False,False,False,4500
0,0.16642093845438394,0.33262413162466575,0.26593623703941255,-0.7655535693805156,-0.6365056941234211,True,False,False,False,False,False,False,False,12638
1,-0.14808543614037484,-0.28783499961144404,-0.4634781956765707,-0.38828193778612835,0.34625206115143253,False,False,False,False,False,False,False,True,15332
2,-0.08482382452299728,-0.08659346436963215,-0.04098712160623372,1.7579730181801514,-0.6365056941234211,False,False,False,False,False,False,False,True,12124
1,-0.3270601700397338,-0.6090995534209134,-0.17643363776437096,0.7043330108733553,0.34625206115143253,False,False,False,False,False,False,False,True,6500
1,-0.6606193475637562,-0.22847801222383957,-0.33983471745391736,-0.2588174039937589,-1.1278845717608479,False,False,False,False,False,False,False,True,4222
4,0.06876969318099518,-0.40102266866122416,-0.2396863842945674,0.40198155834201627,-0.3908162553047077,False,False,False,False,False,False,False,True,10504
0,0.37850160652161224,-0.026093921065644603,-0.042296105136672715,-1.0459335265959844,-0.8821951329421345,True,False,False,False,False,False,False,False,15702
0,-0.019400192715065007,-0.27663130262886276,-0.038191665253092796,0.07467774389060042,0.34625206115143253,False,False,False,False,False,False,False,True,17699
1,-0.4422102662304249,-0.17425202448188043,-0.5922688633748486,-0.8793035067974765,-0.3908162553047077,False,False,False,False,False,False,False,True,18258
2,0.11201009699208983,-0.6894482378196196,-0.3599353798026925,1.943877805880154,-0.8821951329421345,False,False,False,False,False,False,True,False,8926
1,-0.011202532825878315,-0.0018932008731621262,-0.28720914229796296,-0.5157834357232481,-1.1278845717608479,False,False,False,False,False,False,True,False,18327
1,-0.25882140777535,-0.08909868132868572,-0.0874449438560518,-1.9547812516876126,0.5919414999701459,False,False,False,True,False,False,False,False,1399
3,-0.46765904555674626,-0.7022739036679126,-0.062263650516250685,0.12864509865855742,0.10056262233271913,False,False,False,False,False,False,False,True,3960
4,0.6988634524657901,0.8629246000937068,0.8681130333644185,0.4453753480051782,-0.14512681648599426,True,False,False,False,False,False,False,False,8659
2,-0.7477757864954938,0.10854168997241956,-0.42749224167026467,1.949430081342503,0.5919414999701459,False,False,False,False,False,True,False,False,11880
2,-0.7878857652390144,-0.20479908481463385,-0.39339211139425206,2.054523723051887,0.10056262233271913,False,False,False,False,False,False,True,False,17601
2,0.9510133361875296,1.0372589000878376,1.2253102340435356,-0.16081248519028854,1.3290098164262862,True,False,False,False,False,False,False,False,16384
3,-0.013860015976768506,-0.3601145706843562,-0.6787505210299541,-0.7213322392863565,-0.8821951329421345,False,True,False,False,False,False,False,False,9813
1,-0.3512126380934683,-0.15878612570653491,-0.1489006113020862,-0.7024753127520612,-0.8821951329421345,True,False,False,False,False,False,False,False,19430
1,0.09586250869388417,-0.750231059652385,-0.15169606765522714,-1.1804662015505856,0.34625206115143253,False,False,False,False,False,False,False,True,17268
2,1.9709821695411305,2.050475031725325,2.148698277041352,-0.21578894738940008,3.2945253269759935,True,False,False,False,False,False,False,False,15592
1,-0.20540149223372686,-0.03520647785283245,-0.2975478935722778,1.0466326605907876,-0.3908162553047077,False,False,False,False,False,False,False,True,7832
4,-0.30917846138035404,-0.20147927340276872,-0.1914980414451859,-0.6281124138827366,-0.3908162553047077,True,False,False,False,False,False,False,False,1956
1,-0.014513126242665248,-0.6957382698617738,-0.029117525186151252,0.28899856282721903,-0.14512681648599426,False,False,False,False,False,False,False,True,469
1,-0.4511060784728116,-0.6433159430188959,-0.41065294506682054,1.3305860878491989,1.0833203776075728,False,False,False,False,False,False,False,True,13503
4,0.0867414860149814,0.20750842120644492,0.1985346783025705,-0.9099391201034452,0.34625206115143253,True,False,False,False,False,False,False,False,11521
2,1.672552441957075,1.902691039841621,1.939283098332645,-0.3390519626358291,1.5746992552449997,True,False,False,False,False,False,False,False,1348
2,-0.3660215755570222,-0.16078472439719918,-0.2859223449290568,2.142617600990022,-0.6365056941234211,False,False,False,False,False,False,False,True,19094
0,-0.872024384321436,-0.12470810403154911,-0.08493790760283812,-1.9547812516876126,0.5919414999701459,False,False,False,True,False,False,False,False,16311
2,0.04546041300157697,-0.40007312460620087,-0.3436285510760372,-1.025085873430479,0.5919414999701459,False,False,False,False,True,False,False,False,3322
3,-0.35295937023908736,-0.29572867680758674,-0.720660180165535,-1.8609759009200901,-0.14512681648599426,False,False,False,False,False,False,False,True,19190
4,-0.8291668382524189,-0.7686695223818072,-0.12165600493972872,-0.009554876692469811,-0.6365056941234211,False,False,False,False,False,False,True,False,2497
4,-0.7148500206768373,-0.12361899394869635,-0.24873833819997607,-0.022517747779418267,-0.6365056941234211,False,False,False,False,False,False,False,True,15613
4,-0.6916533457156772,-0.6329091547235962,-0.6468468207456951,-0.08237843462021933,1.0833203776075728,False,False,False,False,False,False,False,True,2408
0,-0.5460998405953101,-0.07577995778869313,-0.39376927614031076,0.2144828872629411,0.10056262233271913,False,False,False,False,False,False,False,True,12307
0,0.31103959505277257,0.3683632836848909,0.3613589177922624,0.4436392491988905,-0.8821951329421345,True,False,False,False,False,False,False,False,1080
4,-0.41342837244366504,-0.3978803925416012,-0.1297095815761585,-1.4023112090566987,-0.3908162553047077,False,False,False,False,False,False,False,True,2453
3,-0.5048187675819057,-0.7082042181761894,-0.6889339691735389,0.16398871389688352,0.10056262233271913,False,False,False,False,False,False,False,True,12654
4,-0.7050984087756894,-0.531635577848145,-0.5926238419593745,-0.8376016698414565,-0.8821951329421345,True,False,False,False,False,False,False,False,3481
1,-0.6852112011791337,-0.8053788455198125,-0.7501455888427118,-0.22707358963027036,-1.1278845717608479,True,False,False,False,False,False,False,False,9359
4,-0.15648578542242603,0.040534882141422576,-0.007796623953068554,-0.3222696741750477,-0.6365056941234211,True,False,False,False,False,False,False,False,18215
1,-0.08259424120148771,-0.39523733906538616,-0.4901237756775409,-0.796292066795243,-0.3908162553047077,False,False,False,False,False,False,False,True,9124
0,-0.4934005984505385,-0.42822788873707424,-0.48391165044833884,0.12043552142832419,-1.1278845717608479,True,False,False,False,False,False,False,False,10016
1,-0.024084569794600264,-0.721015081355116,-0.10803370175854997,-0.30307024428125207,0.34625206115143253,False,False,False,False,False,False,False,True,15734
2,-0.2186438659008746,-0.06263891182446173,-0.007131039107082621,-0.05230630979730523,0.10056262233271913,True,False,False,False,False,False,False,False,14549
0,-0.6302384596777318,-0.5166534067849761,-0.0221066981417661,-0.5752742467133696,-0.14512681648599426,False,False,False,False,False,False,False,True,6694
1,-0.27740126878792976,-0.5377946117961337,-0.3778839844827798,-0.48915174658524846,-0.3908162553047077,False,False,False,False,True,False,False,False,10965
1,-0.3744669669263766,-0.09978371332983678,-0.15500180572362393,0.78718759550584,0.8376309387888593,False,False,False,False,False,False,True,False,19728
3,-0.597042441335256,-0.7528777718872888,-0.16367659488297392,-0.3579754396243653,1.0833203776075728,False,True,False,False,False,False,False,False,8446
3,-0.22109865965890027,-0.10670204494661863,-0.23584817834938185,-0.5392473029848885,0.34625206115143253,False,False,False,False,False,False,False,True,5074
1,-0.599325849951093,-0.49293207797489275,-0.44064863545925326,0.609147335398321,-0.8821951329421345,True,False,False,False,False,False,False,False,165
4,-0.45146641517123737,-0.6684359394204261,-0.05350011671076924,-1.7273928170360664,1.0833203776075728,False,False,False,False,False,False,False,True,4389
4,-0.574476355596341,-0.42429859249358315,-0.4639441050687609,-0.5557749636207477,-1.1278845717608479,True,False,False,False,False,False,False,False,18699
3,-0.45961903297312084,-0.43765479747541974,-0.3507946812511524,-0.9915357639989687,-1.1278845717608479,True,False,False,False,False,False,False,False,630
2,-0.6524442087182211,-0.315544321211721,-0.18497530995452374,3.1217192262962525,0.8376309387888593,False,False,False,False,False,False,False,True,6905
2,-0.8706506006586877,-0.012049745187891333,-0.22717338919003185,1.4809109193933796,-1.1278845717608479,False,False,False,False,False,False,False,True,18253
3,-0.12326724603629863,-0.1047319342579358,-0.0906175649552514,1.0497270628486288,1.0833203776075728,False,False,False,False,False,False,False,True,14948
2,-0.796556367044885,-0.09224635684719616,-0.4317076123615089,-0.21959626994154924,0.8376309387888593,False,False,False,False,False,False,False,True,12119
4,-0.6766092885564005,-0.13737792574480545,-0.09560945130014589,0.37222482480224445,-0.3908162553047077,False,False,False,False,False,False,False,True,7559
0,0.2576536862870633,0.3952993911780239,0.35317222418663546,-0.931351005380994,-0.3908162553047077,True,False,False,False,False,False,False,False,3303
0,0.5563728092820422,0.6691675190769166,0.7166481085795531,-0.04999151138892159,-0.6365056941234211,True,False,False,False,False,False,False,False,10600
4,-0.30690383597154125,-0.21804931599460514,-0.5912926722674026,-0.20534631306957932,1.0833203776075728,False,False,False,False,False,True,False,False,19825
0,-0.4180001443049422,-0.7277234329056497,-0.343983529660563,0.23022001530735736,-0.8821951329421345,False,False,False,False,False,False,False,True,15494
0,-0.19661828520959826,-0.1646309611334715,-0.09170468687036176,0.3328182753975235,-0.6365056941234211,True,False,False,False,False,False,False,False,18385
0,0.2720671542240949,0.2958590666272649,0.2689091826848164,-0.7224404490243701,-0.6365056941234211,True,False,False,False,False,False,False,False,15848
0,-0.8530166234794757,-0.5280922082923448,-0.5801552191779047,1.4070697384698305,0.34625206115143253,False,False,False,False,False,False,False,True,5295
0,-0.7542168049798548,-0.7158462685116034,-0.6410118602625517,-0.5115044440604106,-1.1278845717608479,True,False,False,False,False,False,False,False,9873
4,-0.5595449036553224,-0.750115998239882,-0.40155661883834615,0.17503872238408388,0.10056262233271913,False,False,False,False,False,False,False,True,7769
3,-0.8552687278446369,-0.39478954909744046,-0.4187730801878489,-0.5423317718640598,-0.6365056941234211,False,False,False,False,False,False,False,True,8249
1,-0.6888373144174796,-0.7859495604184464,-0.7210817172346594,-0.20479365494957777,-0.8821951329421345,True,False,False,False,False,False,False,False,15410
2,-0.27472126459338797,-0.2414458044660651,-0.19782109748205226,3.2238419689233773,1.0833203776075728,False,False,False,False,False,False,False,True,17776
3,1.0718119353364814,1.3617513394953864,1.1578643029836277,-0.248774824708867,-0.8821951329421345,True,False,False,False,False,False,False,False,1596
1,-0.23834730178123323,-0.290503940231774,-0.3652156862475142,-0.6220360680607295,-0.6365056941234211,True,False,False,False,False,False,False,False,1035
1,-0.6101496887404941,-0.29999648337474083,-0.5902721088368909,-0.2445027716542586,-0.14512681648599426,False,False,False,False,False,False,False,True,15272
1,-0.4738748536045911,-0.23667216398699206,-0.306178310408562,-0.00699123745518502,0.10056262233271913,False,False,False,False,False,False,False,True,19011
4,1.932566223701084,1.3210662434859506,1.1671824908274306,-0.36538279453119304,1.3290098164262862,True,False,False,False,False,False,False,False,12363
3,-0.02027851341747787,-0.40656595659984673,-0.7076147171842108,0.2151972803477365,0.8376309387888593,False,False,False,False,False,False,False,True,3678
0,0.1140595119643865,-0.7739356025719359,-0.1836885125856176,-0.1867903103283739,0.8376309387888593,False,False,False,False,False,False,False,True,17750
2,-0.4033839869750462,0.1311952276164949,-0.4054391971065974,2.5429443932520694,-0.3908162553047077,False,False,False,False,False,False,False,True,16577
0,0.13176105227455337,0.2769399683049405,0.23179173444033424,0.18872207447564168,-0.14512681648599426,True,False,False,False,False,False,False,False,7664
0,-0.4590560068818305,-0.7922094751793248,-0.24041852762515192,2.035600853697933,0.8376309387888593,False,False,False,False,True,False,False,False,12470
0,-0.16222865155358704,-0.5811055627217177,-0.2790446348538689,1.2070526954681766,0.5919414999701459,False,False,False,False,False,False,False,True,19134
4,0.4912194299979293,0.6139827325964815,0.6413704624985441,0.2327032442349309,0.5919414999701459,True,False,False,False,False,False,False,False,6799
4,0.3849201039623216,0.5935795305054268,0.4922794569976953,-0.885344387014369,0.10056262233271913,True,False,False,False,False,False,False,False,2667
4,-0.1274561601554984,-0.6805293455615071,-0.05105963894215416,-1.8267584322139447,1.0833203776075728,False,False,False,False,True,False,False,False,667
0,0.15293083330706847,0.12536093092951675,0.05652105833070538,-1.0175772460932848,-0.3908162553047077,True,False,False,False,False,False,False,False,8118
1,2.3684880488304128,1.661698492831213,1.8789145528017208,0.27321221638164467,-0.8821951329421345,True,False,False,False,False,False,False,False,4162
3,-0.17673220366522502,-0.14257357764743506,-0.7650768755543296,-0.03606892632860636,0.5919414999701459,False,False,False,False,False,False,False,True,4293
4,-0.7753865860123699,-0.7760422502215865,-0.4202817391720837,-1.6773497689448225,-0.3908162553047077,False,False,False,False,False,False,False,True,9762
3,-0.4064468489116654,-0.014952021148486443,-0.6460037466074462,-1.7235543141493561,-0.3908162553047077,False,False,False,False,False,False,False,True,8629
0,-0.6668126345679494,-1.0040329185138035,-1.1027946264075916,-0.3483111562693637,-1.1278845717608479,True,False,False,False,False,False,False,False,4967
4,-0.39165052323255645,-0.7734322226566598,-0.5347623326816641,0.14001582246523936,-1.1278845717608479,False,False,False,False,False,False,False,True,12631
1,-0.06840598370097228,-0.6508632402354751,-0.691529750072884,-0.31345738709622784,-0.3908162553047077,False,False,False,False,False,False,False,True,3149
2,-0.20285661430109472,-0.6029958994892762,-0.019710592696216743,2.3016004440861,-0.6365056941234211,False,False,False,False,False,False,False,True,16953
2,0.7784348038956648,0.8861338308184744,1.079103429541959,-0.22360139201769488,0.8376309387888593,True,False,False,False,False,False,False,False,6183
2,1.6502892642552744,1.944175876418627,1.8279973120837971,-0.16659948121124765,1.820388694063713,True,False,False,False,False,False,False,False,2451
1,-0.7588270878257762,-0.7069053559214489,-0.6170286196455254,0.12188227043356396,-1.1278845717608479,True,False,False,False,False,False,False,False,18411
1,-0.7615537105806768,-0.5832385614188896,-0.6336682407951736,0.23009909602549933,-1.1278845717608479,True,False,False,False,False,False,False,False,10576
0,-0.14335601697353634,-0.5484997805370299,-0.35529847204232384,-1.0682812848700425,-0.14512681648599426,False,False,False,False,False,False,False,True,17549
0,-0.46272693699704326,-0.31652673708054446,-0.1699774647583074,0.4628231410083697,1.0833203776075728,False,False,False,False,False,False,False,True,14562
0,-0.24627718646140226,-0.26583621317841843,-0.28470210604474927,0.09294729032876842,-0.6365056941234211,True,False,False,False,False,False,False,False,13604
2,1.1023121847538593,1.335113193263139,1.3861599051568025,-0.8329720730246891,1.5746992552449997,True,False,False,False,False,False,False,False,613
1,-0.3247630235872694,-0.6122642963212767,-0.4959143638376185,-1.9547812516876126,0.10056262233271913,False,False,False,True,False,False,False,False,8246
4,-0.5499058969724325,-0.4246029551610975,-0.11455643324921211,-0.14230856541327183,1.0833203776075728,False,False,False,False,False,False,False,True,11876
3,3.414000475104108,3.715569146409165,3.809110606160925,-0.8234235295901066,-0.6365056941234211,False,False,False,False,False,False,False,False,17310
0,-0.062145133565824205,-0.8451154419219562,-0.8796451044019646,-0.37116979055215216,-0.3908162553047077,True,False,False,False,False,False,False,False,18964
3,0.030371313754997065,-0.3832309897412762,-0.10073445461423758,-1.8166451474116687,0.5919414999701459,False,False,False,False,False,False,False,True,4619
3,0.3961806257881275,0.4784758465817164,0.6586756684941784,-1.0271257895278672,-1.1278845717608479,True,False,False,False,False,False,False,False,16297
2,-0.44191749266295394,-0.2739848823059569,-0.4250295777401167,1.0592345186114625,-0.3908162553047077,False,False,False,False,False,False,False,True,11161
4,-0.09657980930913865,0.10892037664394769,0.02903240419148637,0.3224016825597971,-0.3908162553047077,True,False,False,False,False,False,False,False,19689
2,-0.3283663905715273,-0.28237688887648893,-0.06372793717741974,1.3494166835515986,1.0833203776075728,False,False,False,False,False,False,False,True,40
1,-0.37147166812071225,-0.5182942234199693,-0.37417889550679145,-0.1080522514963357,-0.8821951329421345,False,False,False,False,False,False,False,True,2202
2,2.957768497178447,3.2318834828357654,3.220001458978776,-0.3555449012955626,3.04883588815728,False,False,True,False,False,False,False,False,14300
1,-0.8832173430162872,-0.42422224597459324,-0.0816987280190399,-1.9547812516876126,-0.8821951329421345,False,False,False,True,False,False,False,False,17386
1,-0.7997248526762303,-0.6309114794312933,-0.6503078619448219,-0.5511453668039805,-1.1278845717608479,True,False,False,False,False,False,False,False,525
2,0.814058365533348,1.001309597774409,1.12968787783689,-0.6417118545319905,0.34625206115143253,True,False,False,False,False,False,False,False,17462
1,-0.48481197324355985,-0.34462319052054596,-0.2842361966525591,-1.0580862182399986,-0.8821951329421345,True,False,False,False,False,False,False,False,9743
0,0.2604237746562116,0.49067274856702703,0.42509975987618187,0.28767970643404245,-0.14512681648599426,True,False,False,False,False,False,False,False,65
4,-0.771085066674912,-0.45491876830046457,-0.4436437672661899,-0.04271436389256562,-0.8821951329421345,False,False,False,False,False,False,False,True,11543
2,-0.6563403492699499,-0.10701380959504568,-0.4874392501320643,1.9857200440401366,-1.1278845717608479,False,False,False,False,False,False,False,True,9309
3,-0.005977650698704377,-0.23661138496151607,-0.4296442993389525,-0.7131465334147098,0.10056262233271913,False,False,False,False,False,False,False,True,11736
4,0.20655343824155617,0.3881103947353785,0.36093738072313797,-0.9261427089621308,0.34625206115143253,True,False,False,False,False,False,False,False,15746
2,1.3660822513685211,1.5336501938664087,1.7420259361439474,0.4517410436282332,1.5746992552449997,True,False,False,False,False,False,False,False,19551
4,0.14934998736646218,0.341519263571935,0.24911912659750135,-1.0569288190358066,0.34625206115143253,True,False,False,False,False,False,False,False,9894
2,1.9636373815750303,2.1831160957834905,2.265064694281226,0.6215893768433831,1.820388694063713,True,False,False,False,False,False,False,False,11858
